barcode,in_tissue,array_row,array_col,pxl_row_in_fullres,pxl_col_in_fullres
SYNTH-24-39-1,1,24,39,2400,3900
SYNTH-24-40-1,1,24,40,2400,4000
SYNTH-24-41-1,1,24,41,2400,4100
SYNTH-24-42-1,1,24,42,2400,4200
SYNTH-24-43-1,1,24,43,2400,4300
SYNTH-24-44-1,1,24,44,2400,4400
SYNTH-24-45-1,1,24,45,2400,4500
SYNTH-24-46-1,1,24,46,2400,4600
SYNTH-24-47-1,1,24,47,2400,4700
SYNTH-24-48-1,1,24,48,2400,4800
SYNTH-24-49-1,1,24,49,2400,4900
SYNTH-24-50-1,1,24,50,2400,5000
SYNTH-25-1-1,1,25,1,2500,150
SYNTH-25-2-1,1,25,2,2500,250
SYNTH-25-3-1,1,25,3,2500,350
SYNTH-25-4-1,1,25,4,2500,450
SYNTH-25-5-1,1,25,5,2500,550
SYNTH-25-6-1,1,25,6,2500,650
SYNTH-25-7-1,1,25,7,2500,750
SYNTH-25-8-1,1,25,8,2500,850
SYNTH-25-9-1,1,25,9,2500,950
SYNTH-25-10-1,1,25,10,2500,1050
SYNTH-25-11-1,1,25,11,2500,1150
SYNTH-25-12-1,1,25,12,2500,1250
SYNTH-25-13-1,1,25,13,2500,1350
SYNTH-25-14-1,1,25,14,2500,1450
SYNTH-25-15-1,1,25,15,2500,1550
SYNTH-25-16-1,1,25,16,2500,1650
SYNTH-25-17-1,1,25,17,2500,1750
SYNTH-25-18-1,1,25,18,2500,1850
SYNTH-25-19-1,1,25,19,2500,1950
SYNTH-25-20-1,1,25,20,2500,2050
SYNTH-25-21-1,1,25,21,2500,2150
SYNTH-25-22-1,1,25,22,2500,2250
SYNTH-25-23-1,1,25,23,2500,2350
SYNTH-25-24-1,1,25,24,2500,2450
SYNTH-25-25-1,1,25,25,2500,2550
SYNTH-25-26-1,1,25,26,2500,2650
SYNTH-25-27-1,1,25,27,2500,2750
SYNTH-25-28-1,1,25,28,2500,2850
SYNTH-25-29-1,1,25,29,2500,2950
SYNTH-25-30-1,1,25,30,2500,3050
SYNTH-25-31-1,1,25,31,2500,3150
SYNTH-25-32-1,1,25,32,2500,3250
SYNTH-25-33-1,1,25,33,2500,3350
SYNTH-25-34-1,1,25,34,2500,3450
SYNTH-25-35-1,1,25,35,2500,3550
SYNTH-25-36-1,1,25,36,2500,3650
SYNTH-25-37-1,1,25,37,2500,3750
SYNTH-25-38-1,1,25,38,2500,3850
SYNTH-25-39-1,1,25,39,2500,3950
SYNTH-25-40-1,1,25,40,2500,4050
SYNTH-25-41-1,1,25,41,2500,4150
SYNTH-25-42-1,1,25,42,2500,4250
SYNTH-25-43-1,1,25,43,2500,4350
SYNTH-25-44-1,1,25,44,2500,4450
SYNTH-25-45-1,1,25,45,2500,4550
SYNTH-25-46-1,1,25,46,2500,4650
SYNTH-25-47-1,1,25,47,2500,4750
SYNTH-25-48-1,1,25,48,2500,4850
SYNTH-25-49-1,1,25,49,2500,4950
SYNTH-25-50-1,1,25,50,2500,5050
SYNTH-26-1-1,1,26,1,2600,100
SYNTH-26-2-1,1,26,2,2600,200
SYNTH-26-3-1,1,26,3,2600,300
SYNTH-26-4-1,1,26,4,2600,400
SYNTH-26-5-1,1,26,5,2600,500
SYNTH-26-6-1,1,26,6,2600,600
SYNTH-26-7-1,1,26,7,2600,700
SYNTH-26-8-1,1,26,8,2600,800
SYNTH-26-9-1,1,26,9,2600,900
SYNTH-26-10-1,1,26,10,2600,1000
SYNTH-26-11-1,1,26,11,2600,1100
SYNTH-26-12-1,1,26,12,2600,1200
SYNTH-26-13-1,1,26,13,2600,1300
SYNTH-26-14-1,1,26,14,2600,1400
SYNTH-26-15-1,1,26,15,2600,1500
SYNTH-26-16-1,1,26,16,2600,1600
SYNTH-26-17-1,1,26,17,2600,1700
SYNTH-26-18-1,1,26,18,2600,1800
SYNTH-26-19-1,1,26,19,2600,1900
SYNTH-26-20-1,1,26,20,2600,2000
SYNTH-26-21-1,1,26,21,2600,2100
SYNTH-26-22-1,1,26,22,2600,2200
SYNTH-26-23-1,1,26,23,2600,2300
SYNTH-26-24-1,1,26,24,2600,2400
SYNTH-26-25-1,1,26,25,2600,2500
SYNTH-26-26-1,1,26,26,2600,2600
SYNTH-26-27-1,1,26,27,2600,2700
SYNTH-26-28-1,1,26,28,2600,2800
SYNTH-26-29-1,1,26,29,2600,2900
SYNTH-26-30-1,1,26,30,2600,3000
SYNTH-26-31-1,1,26,31,2600,3100
SYNTH-26-32-1,1,26,32,2600,3200
SYNTH-26-33-1,1,26,33,2600,3300
SYNTH-26-34-1,1,26,34,2600,3400
SYNTH-26-35-1,1,26,35,2600,3500
SYNTH-26-36-1,1,26,36,2600,3600
SYNTH-26-37-1,1,26,37,2600,3700
SYNTH-26-38-1,1,26,38,2600,3800
SYNTH-26-39-1,1,26,39,2600,3900
SYNTH-26-40-1,1,26,40,2600,4000
SYNTH-26-41-1,1,26,41,2600,4100
SYNTH-26-42-1,1,26,42,2600,4200
SYNTH-26-43-1,1,26,43,2600,4300
SYNTH-26-44-1,1,26,44,2600,4400
SYNTH-26-45-1,1,26,45,2600,4500
SYNTH-26-46-1,1,26,46,2600,4600
SYNTH-26-47-1,1,26,47,2600,4700
SYNTH-26-48-1,1,26,48,2600,4800
SYNTH-26-49-1,1,26,49,2600,4900
SYNTH-26-50-1,1,26,50,2600,5000
SYNTH-27-1-1,1,27,1,2700,150
SYNTH-27-2-1,1,27,2,2700,250
SYNTH-27-3-1,1,27,3,2700,350
SYNTH-27-4-1,1,27,4,2700,450
SYNTH-27-5-1,1,27,5,2700,550
SYNTH-27-6-1,1,27,6,2700,650
SYNTH-27-7-1,1,27,7,2700,750
SYNTH-27-8-1,1,27,8,2700,850
SYNTH-27-9-1,1,27,9,2700,950
SYNTH-27-10-1,1,27,10,2700,1050
SYNTH-27-11-1,1,27,11,2700,1150
SYNTH-27-12-1,1,27,12,2700,1250
SYNTH-27-13-1,1,27,13,2700,1350
SYNTH-27-14-1,1,27,14,2700,1450
SYNTH-27-15-1,1,27,15,2700,1550
SYNTH-27-16-1,1,27,16,2700,1650
SYNTH-27-17-1,1,27,17,2700,1750
SYNTH-27-18-1,1,27,18,2700,1850
SYNTH-27-19-1,1,27,19,2700,1950
SYNTH-27-20-1,1,27,20,2700,2050
SYNTH-27-21-1,1,27,21,2700,2150
SYNTH-27-22-1,1,27,22,2700,2250
SYNTH-27-23-1,1,27,23,2700,2350
SYNTH-27-24-1,1,27,24,2700,2450
SYNTH-27-25-1,1,27,25,2700,2550
SYNTH-27-26-1,1,27,26,2700,2650
SYNTH-27-27-1,1,27,27,2700,2750
SYNTH-27-28-1,1,27,28,2700,2850
SYNTH-27-29-1,1,27,29,2700,2950
SYNTH-27-30-1,1,27,30,2700,3050
SYNTH-27-31-1,1,27,31,2700,3150
SYNTH-27-32-1,1,27,32,2700,3250
SYNTH-27-33-1,1,27,33,2700,3350
SYNTH-27-34-1,1,27,34,2700,3450
SYNTH-27-35-1,1,27,35,2700,3550
SYNTH-27-36-1,1,27,36,2700,3650
SYNTH-27-37-1,1,27,37,2700,3750
SYNTH-27-38-1,1,27,38,2700,3850
SYNTH-27-39-1,1,27,39,2700,3950
SYNTH-27-40-1,1,27,40,2700,4050
SYNTH-27-41-1,1,27,41,2700,4150
SYNTH-27-42-1,1,27,42,2700,4250
SYNTH-27-43-1,1,27,43,2700,4350
SYNTH-27-44-1,1,27,44,2700,4450
SYNTH-27-45-1,1,27,45,2700,4550
SYNTH-27-46-1,1,27,46,2700,4650
SYNTH-27-47-1,1,27,47,2700,4750
SYNTH-27-48-1,1,27,48,2700,4850
SYNTH-27-49-1,1,27,49,2700,4950
SYNTH-27-50-1,1,27,50,2700,5050
SYNTH-28-1-1,1,28,1,2800,100
SYNTH-28-2-1,1,28,2,2800,200
SYNTH-28-3-1,1,28,3,2800,300
SYNTH-28-4-1,1,28,4,2800,400
SYNTH-28-5-1,1,28,5,2800,500
SYNTH-28-6-1,1,28,6,2800,600
SYNTH-28-7-1,1,28,7,2800,700
SYNTH-28-8-1,1,28,8,2800,800
SYNTH-28-9-1,1,28,9,2800,900
SYNTH-28-10-1,1,28,10,2800,1000
SYNTH-28-11-1,1,28,11,2800,1100
SYNTH-28-12-1,1,28,12,2800,1200
SYNTH-28-13-1,1,28,13,2800,1300
SYNTH-28-14-1,1,28,14,2800,1400
SYNTH-28-15-1,1,28,15,2800,1500
SYNTH-28-16-1,1,28,16,2800,1600
SYNTH-28-17-1,1,28,17,2800,1700
SYNTH-28-18-1,1,28,18,2800,1800
SYNTH-28-19-1,1,28,19,2800,1900
SYNTH-28-20-1,1,28,20,2800,2000
SYNTH-28-21-1,1,28,21,2800,2100
SYNTH-28-22-1,1,28,22,2800,2200
SYNTH-28-23-1,1,28,23,2800,2300
SYNTH-28-24-1,1,28,24,2800,2400
SYNTH-28-25-1,1,28,25,2800,2500
SYNTH-28-26-1,1,28,26,2800,2600
SYNTH-28-27-1,1,28,27,2800,2700
SYNTH-28-28-1,1,28,28,2800,2800
SYNTH-28-29-1,1,28,29,2800,2900
SYNTH-28-30-1,1,28,30,2800,3000
SYNTH-28-31-1,1,28,31,2800,3100
SYNTH-28-32-1,1,28,32,2800,3200
SYNTH-28-33-1,1,28,33,2800,3300
SYNTH-28-34-1,1,28,34,2800,3400
SYNTH-28-35-1,1,28,35,2800,3500
SYNTH-28-36-1,1,28,36,2800,3600
SYNTH-28-37-1,1,28,37,2800,3700
SYNTH-28-38-1,1,28,38,2800,3800
SYNTH-28-39-1,1,28,39,2800,3900
SYNTH-28-40-1,1,28,40,2800,4000
SYNTH-28-41-1,1,28,41,2800,4100
SYNTH-28-42-1,1,28,42,2800,4200
SYNTH-28-43-1,1,28,43,2800,4300
SYNTH-28-44-1,1,28,44,2800,4400
SYNTH-28-45-1,1,28,45,2800,4500
SYNTH-28-46-1,1,28,46,2800,4600
SYNTH-28-47-1,1,28,47,2800,4700
SYNTH-28-48-1,1,28,48,2800,4800
SYNTH-28-49-1,1,28,49,2800,4900
SYNTH-28-50-1,1,28,50,2800,5000
SYNTH-29-1-1,1,29,1,2900,150
SYNTH-29-2-1,1,29,2,2900,250
SYNTH-29-3-1,1,29,3,2900,350
SYNTH-29-4-1,1,29,4,2900,450
SYNTH-29-5-1,1,29,5,2900,550
SYNTH-29-6-1,1,29,6,2900,650
SYNTH-29-7-1,1,29,7,2900,750
SYNTH-29-8-1,1,29,8,2900,850
SYNTH-29-9-1,1,29,9,2900,950
SYNTH-29-10-1,1,29,10,2900,1050
SYNTH-29-11-1,1,29,11,2900,1150
SYNTH-29-12-1,1,29,12,2900,1250
SYNTH-29-13-1,1,29,13,2900,1350
SYNTH-29-14-1,1,29,14,2900,1450
SYNTH-29-15-1,1,29,15,2900,1550
SYNTH-29-16-1,1,29,16,2900,1650
SYNTH-29-17-1,1,29,17,2900,1750
SYNTH-29-18-1,1,29,18,2900,1850
SYNTH-29-19-1,1,29,19,2900,1950
SYNTH-29-20-1,1,29,20,2900,2050
SYNTH-29-21-1,1,29,21,2900,2150
SYNTH-29-22-1,1,29,22,2900,2250
SYNTH-29-23-1,1,29,23,2900,2350
SYNTH-29-24-1,1,29,24,2900,2450
SYNTH-29-25-1,1,29,25,2900,2550
SYNTH-29-26-1,1,29,26,2900,2650
SYNTH-29-27-1,1,29,27,2900,2750
SYNTH-29-28-1,1,29,28,2900,2850
SYNTH-29-29-1,1,29,29,2900,2950
SYNTH-29-30-1,1,29,30,2900,3050
SYNTH-29-31-1,1,29,31,2900,3150
SYNTH-29-32-1,1,29,32,2900,3250
SYNTH-29-33-1,1,29,33,2900,3350
SYNTH-29-34-1,1,29,34,2900,3450
SYNTH-29-35-1,1,29,35,2900,3550
SYNTH-29-36-1,1,29,36,2900,3650
SYNTH-29-37-1,1,29,37,2900,3750
SYNTH-29-38-1,1,29,38,2900,3850
SYNTH-29-39-1,1,29,39,2900,3950
SYNTH-29-40-1,1,29,40,2900,4050
SYNTH-29-41-1,1,29,41,2900,4150
SYNTH-29-42-1,1,29,42,2900,4250
SYNTH-29-43-1,1,29,43,2900,4350
SYNTH-29-44-1,1,29,44,2900,4450
SYNTH-29-45-1,1,29,45,2900,4550
SYNTH-29-46-1,1,29,46,2900,4650
SYNTH-29-47-1,1,29,47,2900,4750
SYNTH-29-48-1,1,29,48,2900,4850
SYNTH-29-49-1,1,29,49,2900,4950
SYNTH-29-50-1,1,29,50,2900,5050
SYNTH-30-1-1,1,30,1,3000,100
SYNTH-30-2-1,1,30,2,3000,200
SYNTH-30-3-1,1,30,3,3000,300
SYNTH-30-4-1,1,30,4,3000,400
SYNTH-30-5-1,1,30,5,3000,500
SYNTH-30-6-1,1,30,6,3000,600
SYNTH-30-7-1,1,30,7,3000,700
SYNTH-30-8-1,1,30,8,3000,800
SYNTH-30-9-1,1,30,9,3000,900
SYNTH-30-10-1,1,30,10,3000,1000
SYNTH-30-11-1,1,30,11,3000,1100
SYNTH-30-12-1,1,30,12,3000,1200
SYNTH-30-13-1,1,30,13,3000,1300
SYNTH-30-14-1,1,30,14,3000,1400
SYNTH-30-15-1,1,30,15,3000,1500
SYNTH-30-16-1,1,30,16,3000,1600
SYNTH-30-17-1,1,30,17,3000,1700
SYNTH-30-18-1,1,30,18,3000,1800
SYNTH-30-19-1,1,30,19,3000,1900
SYNTH-30-20-1,1,30,20,3000,2000
SYNTH-30-21-1,1,30,21,3000,2100
SYNTH-30-22-1,1,30,22,3000,2200
SYNTH-30-23-1,1,30,23,3000,2300
SYNTH-30-24-1,1,30,24,3000,2400
SYNTH-30-25-1,1,30,25,3000,2500
SYNTH-30-26-1,1,30,26,3000,2600
SYNTH-30-27-1,1,30,27,3000,2700
SYNTH-30-28-1,1,30,28,3000,2800
SYNTH-30-29-1,1,30,29,3000,2900
SYNTH-30-30-1,1,30,30,3000,3000
SYNTH-30-31-1,1,30,31,3000,3100
SYNTH-30-32-1,1,30,32,3000,3200
SYNTH-30-33-1,1,30,33,3000,3300
SYNTH-30-34-1,1,30,34,3000,3400
SYNTH-30-35-1,1,30,35,3000,3500
SYNTH-30-36-1,1,30,36,3000,3600
SYNTH-30-37-1,1,30,37,3000,3700
SYNTH-30-38-1,1,30,38,3000,3800
SYNTH-30-39-1,1,30,39,3000,3900
SYNTH-30-40-1,1,30,40,3000,4000
SYNTH-30-41-1,1,30,41,3000,4100
SYNTH-30-42-1,1,30,42,3000,4200
SYNTH-30-43-1,1,30,43,3000,4300
SYNTH-30-44-1,1,30,44,3000,4400
SYNTH-30-45-1,1,30,45,3000,4500
SYNTH-30-46-1,1,30,46,3000,4600
SYNTH-30-47-1,1,30,47,3000,4700
SYNTH-30-48-1,1,30,48,3000,4800
SYNTH-30-49-1,1,30,49,3000,4900
SYNTH-30-50-1,1,30,50,3000,5000
SYNTH-31-1-1,1,31,1,3100,150
SYNTH-31-2-1,1,31,2,3100,250
SYNTH-31-3-1,1,31,3,3100,350
SYNTH-31-4-1,1,31,4,3100,450
SYNTH-31-5-1,1,31,5,3100,550
SYNTH-31-6-1,1,31,6,3100,650
SYNTH-31-7-1,1,31,7,3100,750
SYNTH-31-8-1,1,31,8,3100,850
SYNTH-31-9-1,1,31,9,3100,950
SYNTH-31-10-1,1,31,10,3100,1050
SYNTH-31-11-1,1,31,11,3100,1150
SYNTH-31-12-1,1,31,12,3100,1250
SYNTH-31-13-1,1,31,13,3100,1350
SYNTH-31-14-1,1,31,14,3100,1450
SYNTH-31-15-1,1,31,15,3100,1550
SYNTH-31-16-1,1,31,16,3100,1650
SYNTH-31-17-1,1,31,17,3100,1750
SYNTH-31-18-1,1,31,18,3100,1850
SYNTH-31-19-1,1,31,19,3100,1950
SYNTH-31-20-1,1,31,20,3100,2050
SYNTH-31-21-1,1,31,21,3100,2150
SYNTH-31-22-1,1,31,22,3100,2250
SYNTH-31-23-1,1,31,23,3100,2350
SYNTH-31-24-1,1,31,24,3100,2450
SYNTH-31-25-1,1,31,25,3100,2550
SYNTH-31-26-1,1,31,26,3100,2650
SYNTH-31-27-1,1,31,27,3100,2750
SYNTH-31-28-1,1,31,28,3100,2850
SYNTH-31-29-1,1,31,29,3100,2950
SYNTH-31-30-1,1,31,30,3100,3050
SYNTH-31-31-1,1,31,31,3100,3150
SYNTH-31-32-1,1,31,32,3100,3250
SYNTH-31-33-1,1,31,33,3100,3350
SYNTH-31-34-1,1,31,34,3100,3450
SYNTH-31-35-1,1,31,35,3100,3550
SYNTH-31-36-1,1,31,36,3100,3650
SYNTH-31-37-1,1,31,37,3100,3750
SYNTH-31-38-1,1,31,38,3100,3850
SYNTH-31-39-1,1,31,39,3100,3950
SYNTH-31-40-1,1,31,40,3100,4050
SYNTH-31-41-1,1,31,41,3100,4150
SYNTH-31-42-1,1,31,42,3100,4250
SYNTH-31-43-1,1,31,43,3100,4350
SYNTH-31-44-1,1,31,44,3100,4450
SYNTH-31-45-1,1,31,45,3100,4550
SYNTH-31-46-1,1,31,46,3100,4650
SYNTH-31-47-1,1,31,47,3100,4750
SYNTH-31-48-1,1,31,48,3100,4850
SYNTH-31-49-1,1,31,49,3100,4950
SYNTH-31-50-1,1,31,50,3100,5050
SYNTH-32-1-1,1,32,1,3200,100
SYNTH-32-2-1,1,32,2,3200,200
SYNTH-32-3-1,1,32,3,3200,300
SYNTH-32-4-1,1,32,4,3200,400
SYNTH-32-5-1,1,32,5,3200,500
SYNTH-32-6-1,1,32,6,3200,600
SYNTH-32-7-1,1,32,7,3200,700
SYNTH-32-8-1,1,32,8,3200,800
SYNTH-32-9-1,1,32,9,3200,900
SYNTH-32-10-1,1,32,10,3200,1000
SYNTH-32-11-1,1,32,11,3200,1100
SYNTH-32-12-1,1,32,12,3200,1200
SYNTH-32-13-1,1,32,13,3200,1300
SYNTH-32-14-1,1,32,14,3200,1400
SYNTH-32-15-1,1,32,15,3200,1500
SYNTH-32-16-1,1,32,16,3200,1600
SYNTH-32-17-1,1,32,17,3200,1700
SYNTH-32-18-1,1,32,18,3200,1800
SYNTH-32-19-1,1,32,19,3200,1900
SYNTH-32-20-1,1,32,20,3200,2000
SYNTH-32-21-1,1,32,21,3200,2100
SYNTH-32-22-1,1,32,22,3200,2200
SYNTH-32-23-1,1,32,23,3200,2300
SYNTH-32-24-1,1,32,24,3200,2400
SYNTH-32-25-1,1,32,25,3200,2500
SYNTH-32-26-1,1,32,26,3200,2600
SYNTH-32-27-1,1,32,27,3200,2700
SYNTH-32-28-1,1,32,28,3200,2800
SYNTH-32-29-1,1,32,29,3200,2900
SYNTH-32-30-1,1,32,30,3200,3000
SYNTH-32-31-1,1,32,31,3200,3100
SYNTH-32-32-1,1,32,32,3200,3200
SYNTH-32-33-1,1,32,33,3200,3300
SYNTH-32-34-1,1,32,34,3200,3400
SYNTH-32-35-1,1,32,35,3200,3500
SYNTH-32-36-1,1,32,36,3200,3600
SYNTH-32-37-1,1,32,37,3200,3700
SYNTH-32-38-1,1,32,38,3200,3800
SYNTH-32-39-1,1,32,39,3200,3900
SYNTH-32-40-1,1,32,40,3200,4000
SYNTH-32-41-1,1,32,41,3200,4100
SYNTH-32-42-1,1,32,42,3200,4200
SYNTH-32-43-1,1,32,43,3200,4300
SYNTH-32-44-1,1,32,44,3200,4400
SYNTH-32-45-1,1,32,45,3200,4500
SYNTH-32-46-1,1,32,46,3200,4600
SYNTH-32-47-1,1,32,47,3200,4700
SYNTH-32-48-1,1,32,48,3200,4800
SYNTH-32-49-1,1,32,49,3200,4900
SYNTH-32-50-1,1,32,50,3200,5000
SYNTH-33-1-1,1,33,1,3300,150
SYNTH-33-2-1,1,33,2,3300,250
SYNTH-33-3-1,1,33,3,3300,350
SYNTH-33-4-1,1,33,4,3300,450
SYNTH-33-5-1,1,33,5,3300,550
SYNTH-33-6-1,1,33,6,3300,650
SYNTH-33-7-1,1,33,7,3300,750
SYNTH-33-8-1,1,33,8,3300,850
SYNTH-33-9-1,1,33,9,3300,950
SYNTH-33-10-1,1,33,10,3300,1050
SYNTH-33-11-1,1,33,11,3300,1150
SYNTH-33-12-1,1,33,12,3300,1250
SYNTH-33-13-1,1,33,13,3300,1350
SYNTH-33-14-1,1,33,14,3300,1450
SYNTH-33-15-1,1,33,15,3300,1550
SYNTH-33-16-1,1,33,16,3300,1650
SYNTH-33-17-1,1,33,17,3300,1750
SYNTH-33-18-1,1,33,18,3300,1850
SYNTH-33-19-1,1,33,19,3300,1950
SYNTH-33-20-1,1,33,20,3300,2050
SYNTH-33-21-1,1,33,21,3300,2150
SYNTH-33-22-1,1,33,22,3300,2250
SYNTH-33-23-1,1,33,23,3300,2350
SYNTH-33-24-1,1,33,24,3300,2450
SYNTH-33-25-1,1,33,25,3300,2550
SYNTH-33-26-1,1,33,26,3300,2650
SYNTH-33-27-1,1,33,27,3300,2750
SYNTH-33-28-1,1,33,28,3300,2850
SYNTH-33-29-1,1,33,29,3300,2950
SYNTH-33-30-1,1,33,30,3300,3050
SYNTH-33-31-1,1,33,31,3300,3150
SYNTH-33-32-1,1,33,32,3300,3250
SYNTH-33-33-1,1,33,33,3300,3350
SYNTH-33-34-1,1,33,34,3300,3450
SYNTH-33-35-1,1,33,35,3300,3550
SYNTH-33-36-1,1,33,36,3300,3650
SYNTH-33-37-1,1,33,37,3300,3750
SYNTH-33-38-1,1,33,38,3300,3850
SYNTH-33-39-1,1,33,39,3300,3950
SYNTH-33-40-1,1,33,40,3300,4050
SYNTH-33-41-1,1,33,41,3300,4150
SYNTH-33-42-1,1,33,42,3300,4250
SYNTH-33-43-1,1,33,43,3300,4350
SYNTH-33-44-1,1,33,44,3300,4450
SYNTH-33-45-1,1,33,45,3300,4550
SYNTH-33-46-1,1,33,46,3300,4650
SYNTH-33-47-1,1,33,47,3300,4750
SYNTH-33-48-1,1,33,48,3300,4850
SYNTH-33-49-1,1,33,49,3300,4950
SYNTH-33-50-1,1,33,50,3300,5050
SYNTH-34-1-1,1,34,1,3400,100
SYNTH-34-2-1,1,34,2,3400,200
SYNTH-34-3-1,1,34,3,3400,300
SYNTH-34-4-1,1,34,4,3400,400
SYNTH-34-5-1,1,34,5,3400,500
SYNTH-34-6-1,1,34,6,3400,600
SYNTH-34-7-1,1,34,7,3400,700
SYNTH-34-8-1,1,34,8,3400,800
SYNTH-34-9-1,1,34,9,3400,900
SYNTH-34-10-1,1,34,10,3400,1000
SYNTH-34-11-1,1,34,11,3400,1100
SYNTH-34-12-1,1,34,12,3400,1200
SYNTH-34-13-1,1,34,13,3400,1300
SYNTH-34-14-1,1,34,14,3400,1400
SYNTH-34-15-1,1,34,15,3400,1500
SYNTH-34-16-1,1,34,16,3400,1600
SYNTH-34-17-1,1,34,17,3400,1700
SYNTH-34-18-1,1,34,18,3400,1800
SYNTH-34-19-1,1,34,19,3400,1900
SYNTH-34-20-1,1,34,20,3400,2000
SYNTH-34-21-1,1,34,21,3400,2100
SYNTH-34-22-1,1,34,22,3400,2200
SYNTH-34-23-1,1,34,23,3400,2300
SYNTH-34-24-1,1,34,24,3400,2400
SYNTH-34-25-1,1,34,25,3400,2500
SYNTH-34-26-1,1,34,26,3400,2600
SYNTH-34-27-1,1,34,27,3400,2700
SYNTH-34-28-1,1,34,28,3400,2800
SYNTH-34-29-1,1,34,29,3400,2900
SYNTH-34-30-1,1,34,30,3400,3000
SYNTH-34-31-1,1,34,31,3400,3100
SYNTH-34-32-1,1,34,32,3400,3200
SYNTH-34-33-1,1,34,33,3400,3300
SYNTH-34-34-1,1,34,34,3400,3400
SYNTH-34-35-1,1,34,35,3400,3500
SYNTH-34-36-1,1,34,36,3400,3600
SYNTH-34-37-1,1,34,37,3400,3700
SYNTH-34-38-1,1,34,38,3400,3800
SYNTH-34-39-1,1,34,39,3400,3900
SYNTH-34-40-1,1,34,40,3400,4000
SYNTH-34-41-1,1,34,41,3400,4100
SYNTH-34-42-1,1,34,42,3400,4200
SYNTH-34-43-1,1,34,43,3400,4300
SYNTH-34-44-1,1,34,44,3400,4400
SYNTH-34-45-1,1,34,45,3400,4500
SYNTH-34-46-1,1,34,46,3400,4600
SYNTH-34-47-1,1,34,47,3400,4700
SYNTH-34-48-1,1,34,48,3400,4800
SYNTH-34-49-1,1,34,49,3400,4900
SYNTH-34-50-1,1,34,50,3400,5000
SYNTH-35-1-1,1,35,1,3500,150
SYNTH-35-2-1,1,35,2,3500,250
SYNTH-35-3-1,1,35,3,3500,350
SYNTH-35-4-1,1,35,4,3500,450
SYNTH-35-5-1,1,35,5,3500,550
SYNTH-35-6-1,1,35,6,3500,650
SYNTH-35-7-1,1,35,7,3500,750
SYNTH-35-8-1,1,35,8,3500,850
SYNTH-35-9-1,1,35,9,3500,950
SYNTH-35-10-1,1,35,10,3500,1050
SYNTH-35-11-1,1,35,11,3500,1150
SYNTH-35-12-1,1,35,12,3500,1250
SYNTH-35-13-1,1,35,13,3500,1350
SYNTH-35-14-1,1,35,14,3500,1450
SYNTH-35-15-1,1,35,15,3500,1550
SYNTH-35-16-1,1,35,16,3500,1650
SYNTH-35-17-1,1,35,17,3500,1750
SYNTH-35-18-1,1,35,18,3500,1850
SYNTH-35-19-1,1,35,19,3500,1950
SYNTH-35-20-1,1,35,20,3500,2050
SYNTH-35-21-1,1,35,21,3500,2150
SYNTH-35-22-1,1,35,22,3500,2250
SYNTH-35-23-1,1,35,23,3500,2350
SYNTH-35-24-1,1,35,24,3500,2450
SYNTH-35-25-1,1,35,25,3500,2550
SYNTH-35-26-1,1,35,26,3500,2650
SYNTH-35-27-1,1,35,27,3500,2750
SYNTH-35-28-1,1,35,28,3500,2850
SYNTH-35-29-1,1,35,29,3500,2950
SYNTH-35-30-1,1,35,30,3500,3050
SYNTH-35-31-1,1,35,31,3500,3150
SYNTH-35-32-1,1,35,32,3500,3250
SYNTH-35-33-1,1,35,33,3500,3350
SYNTH-35-34-1,1,35,34,3500,3450
SYNTH-35-35-1,1,35,35,3500,3550
SYNTH-35-36-1,1,35,36,3500,3650
SYNTH-35-37-1,1,35,37,3500,3750
SYNTH-35-38-1,1,35,38,3500,3850
SYNTH-35-39-1,1,35,39,3500,3950
SYNTH-35-40-1,1,35,40,3500,4050
SYNTH-35-41-1,1,35,41,3500,4150
SYNTH-35-42-1,1,35,42,3500,4250
SYNTH-35-43-1,1,35,43,3500,4350
SYNTH-35-44-1,1,35,44,3500,4450
SYNTH-35-45-1,1,35,45,3500,4550
SYNTH-35-46-1,1,35,46,3500,4650
SYNTH-35-47-1,1,35,47,3500,4750
SYNTH-35-48-1,1,35,48,3500,4850
SYNTH-35-49-1,1,35,49,3500,4950
SYNTH-35-50-1,1,35,50,3500,5050
SYNTH-36-1-1,1,36,1,3600,100
SYNTH-36-2-1,1,36,2,3600,200
SYNTH-36-3-1,1,36,3,3600,300
SYNTH-36-4-1,1,36,4,3600,400
SYNTH-36-5-1,1,36,5,3600,500
SYNTH-36-6-1,1,36,6,3600,600
SYNTH-36-7-1,1,36,7,3600,700
SYNTH-36-8-1,1,36,8,3600,800
SYNTH-36-9-1,1,36,9,3600,900
SYNTH-36-10-1,1,36,10,3600,1000
SYNTH-36-11-1,1,36,11,3600,1100
SYNTH-36-12-1,1,36,12,3600,1200
SYNTH-36-13-1,1,36,13,3600,1300
SYNTH-36-14-1,1,36,14,3600,1400
SYNTH-36-15-1,1,36,15,3600,1500
SYNTH-36-16-1,1,36,16,3600,1600
SYNTH-36-17-1,1,36,17,3600,1700
SYNTH-36-18-1,1,36,18,3600,1800
SYNTH-36-19-1,1,36,19,3600,1900
SYNTH-36-20-1,1,36,20,3600,2000
SYNTH-36-21-1,1,36,21,3600,2100
SYNTH-36-22-1,1,36,22,3600,2200
SYNTH-36-23-1,1,36,23,3600,2300
SYNTH-36-24-1,1,36,24,3600,2400
